DOID,hpoid
DOID:1826,HP:0002381
DOID:1826,HP:0002487
DOID:1826,HP:0001252
DOID:1826,HP:0002315
DOID:1826,HP:0001281
DOID:1826,HP:0000952
DOID:1826,HP:0012188
DOID:1826,HP:0003470
DOID:1826,HP:0000961
DOID:1826,HP:0100812
DOID:1826,HP:0001681
DOID:1837,HP:0002045
DOID:1837,HP:0012417
DOID:1837,HP:0012377
DOID:1837,HP:0012735
DOID:1837,HP:0010828
DOID:1837,HP:0000618
DOID:1837,HP:0000020
DOID:1837,HP:0002248
DOID:1837,HP:0100739
DOID:1837,HP:0001251
DOID:1837,HP:0002094
DOID:1837,HP:0012378
DOID:1837,HP:0001289
DOID:1837,HP:0000646
DOID:1837,HP:0002445
DOID:1837,HP:0002013
DOID:1837,HP:0003641
DOID:1837,HP:0001945
DOID:1837,HP:0000551
DOID:1837,HP:0001259
DOID:1837,HP:0000360
DOID:1837,HP:0002039
DOID:1837,HP:0000989
DOID:1837,HP:0001513
DOID:1837,HP:0001257
DOID:1837,HP:0001250
DOID:1837,HP:0002105
DOID:1837,HP:0004326
DOID:1837,HP:0002578
DOID:1837,HP:0002301
DOID:1837,HP:0030784
DOID:1837,HP:0410281
DOID:1837,HP:0000979
DOID:1837,HP:0002591
DOID:1837,HP:0000365
DOID:1837,HP:0005101
DOID:1837,HP:0001520
DOID:1837,HP:0000575
DOID:1837,HP:0002063
DOID:1837,HP:0100607
DOID:1837,HP:0000969
DOID:1837,HP:0000602
DOID:1837,HP:0001605
DOID:1837,HP:0001249
DOID:1837,HP:0002883
DOID:1837,HP:0025116
DOID:1837,HP:0000407
DOID:1837,HP:0100520
DOID:1837,HP:0003401
DOID:1837,HP:0003202
DOID:1837,HP:0002829
DOID:1837,HP:0031005
DOID:1837,HP:0025502
DOID:1837,HP:0500081
DOID:1837,HP:0031284
DOID:1837,HP:0012531
DOID:1837,HP:0002027
DOID:1837,HP:0002104
DOID:1837,HP:0100749
DOID:1837,HP:0031258
DOID:1837,HP:0010522
DOID:1837,HP:0000651
DOID:1837,HP:0001337
DOID:1837,HP:0001007
DOID:1837,HP:0000093
DOID:1837,HP:0002321
DOID:1837,HP:0003418
DOID:1837,HP:0002072
DOID:1837,HP:0002019
DOID:1837,HP:0000103
DOID:1837,HP:0100660
DOID:1837,HP:0012592
DOID:1837,HP:0012416
DOID:1837,HP:0001332
DOID:1837,HP:0001260
DOID:1837,HP:0025406
DOID:1837,HP:0007209
DOID:1837,HP:0004417
DOID:1837,HP:0000738
DOID:1837,HP:0002014
DOID:1837,HP:0100963
DOID:1837,HP:0002018
DOID:1837,HP:0001279
DOID:1837,HP:0001824
DOID:1837,HP:0001324
DOID:1837,HP:0002486
DOID:1837,HP:0004324
DOID:1837,HP:0002186
DOID:1837,HP:0010702
DOID:1837,HP:0002381
DOID:1837,HP:0040113
DOID:1837,HP:0002150
DOID:1837,HP:0001252
DOID:1837,HP:0002315
DOID:1837,HP:0000952
DOID:1837,HP:0012188
DOID:1837,HP:0003470
DOID:1837,HP:0100812
DOID:1837,HP:0001681
DOID:1838,HP:0002045
DOID:1838,HP:0001249
DOID:1838,HP:0001336
DOID:1838,HP:0001250
DOID:1838,HP:0002150
DOID:1838,HP:0000618
DOID:1838,HP:0001252
DOID:1838,HP:0000365
DOID:1838,HP:0001945
DOID:1858,HP:0000093
DOID:1858,HP:0003418
DOID:1858,HP:0002321
DOID:1858,HP:0002385
DOID:1858,HP:0000618
DOID:1858,HP:0002039
DOID:1858,HP:0000969
DOID:1858,HP:0000602
DOID:1858,HP:0001249
DOID:1858,HP:0001513
DOID:1858,HP:0000405
DOID:1858,HP:0000957
DOID:1858,HP:0000407
DOID:1858,HP:0004326
DOID:1858,HP:0004324
DOID:1858,HP:0012378
DOID:1858,HP:0012531
DOID:1858,HP:0002315
DOID:1858,HP:0100749
DOID:1858,HP:0000473
DOID:1858,HP:0002445
DOID:1858,HP:0000365
DOID:1858,HP:0030833
DOID:1858,HP:0003419
DOID:1882,HP:0002321
DOID:1882,HP:0025267
DOID:1882,HP:0012377
DOID:1882,HP:0000365
DOID:1882,HP:0012735
DOID:1882,HP:0000618
DOID:1882,HP:0010550
DOID:1882,HP:0012416
DOID:1882,HP:0002039
DOID:1882,HP:0001789
DOID:1882,HP:0000969
DOID:1882,HP:0000602
DOID:1882,HP:0025406
DOID:1882,HP:0001249
DOID:1882,HP:0007209
DOID:1882,HP:0002883
DOID:1882,HP:0001513
DOID:1882,HP:0002018
DOID:1882,HP:0000407
DOID:1882,HP:0002105
DOID:1882,HP:0001279
DOID:1882,HP:0002094
DOID:1882,HP:0001324
DOID:1882,HP:0030157
DOID:1882,HP:0003202
DOID:1882,HP:0003401
DOID:1882,HP:0002203
DOID:1882,HP:0012378
DOID:1882,HP:0002381
DOID:1882,HP:0001289
DOID:1882,HP:0002301
DOID:1882,HP:0012531
DOID:1882,HP:0002487
DOID:1882,HP:0002315
DOID:1882,HP:0100749
DOID:1882,HP:0000473
DOID:1882,HP:0003470
DOID:1882,HP:0100576
DOID:1882,HP:0030148
DOID:1882,HP:0012196
DOID:1882,HP:0002013
DOID:1882,HP:0000961
DOID:1882,HP:0003641
DOID:1882,HP:0001681
DOID:1911,HP:0100749
DOID:1911,HP:0001279
DOID:1911,HP:0002094
DOID:1911,HP:0007209
DOID:1911,HP:0002277
DOID:1911,HP:0002385
DOID:1911,HP:0001250
DOID:1911,HP:0000651
DOID:1911,HP:0012531
DOID:1911,HP:0002027
DOID:1911,HP:0002315
DOID:1911,HP:0002018
DOID:1924,HP:0000551
DOID:1924,HP:0003418
DOID:1924,HP:0002277
DOID:1924,HP:0000575
DOID:1924,HP:0002072
DOID:1924,HP:0000103
DOID:1924,HP:0001259
DOID:1924,HP:0012592
DOID:1924,HP:0012377
DOID:1924,HP:0000618
DOID:1924,HP:0010550
DOID:1924,HP:0001260
DOID:1924,HP:0100607
DOID:1924,HP:0000969
DOID:1924,HP:0000602
DOID:1924,HP:0007209
DOID:1924,HP:0001249
DOID:1924,HP:0000989
DOID:1924,HP:0002066
DOID:1924,HP:0001513
DOID:1924,HP:0001250
DOID:1924,HP:0001257
DOID:1924,HP:0000738
DOID:1924,HP:0000405
DOID:1924,HP:0002014
DOID:1924,HP:0001251
DOID:1924,HP:0002018
DOID:1924,HP:0000407
DOID:1924,HP:0004326
DOID:1924,HP:0002094
DOID:1924,HP:0001324
DOID:1924,HP:0001824
DOID:1924,HP:0003202
DOID:1924,HP:0004324
DOID:1924,HP:0012378
DOID:1924,HP:0002301
DOID:1924,HP:0031284
DOID:1924,HP:0012531
DOID:1924,HP:0001252
DOID:1924,HP:0410281
DOID:1924,HP:0002027
DOID:1924,HP:0002315
DOID:1924,HP:0031258
DOID:1924,HP:0003470
DOID:1924,HP:0030148
DOID:1924,HP:0002445
DOID:1924,HP:0002591
DOID:1924,HP:0031217
DOID:1924,HP:0002013
DOID:1924,HP:0001007
DOID:1924,HP:0000365
DOID:1924,HP:0001945
DOID:1924,HP:0100660
DOID:1924,HP:0001681
DOID:1926,HP:0000093
DOID:1926,HP:0003418
DOID:1926,HP:0001336
DOID:1926,HP:0000365
DOID:1926,HP:0002063
DOID:1926,HP:0001332
DOID:1926,HP:0001789
DOID:1926,HP:0000969
DOID:1926,HP:0000602
DOID:1926,HP:0002375
DOID:1926,HP:0025406
DOID:1926,HP:0001249
DOID:1926,HP:0007209
DOID:1926,HP:0001250
DOID:1926,HP:0025116
DOID:1926,HP:0002248
DOID:1926,HP:0002014
DOID:1926,HP:0001251
DOID:1926,HP:0000407
DOID:1926,HP:0004326
DOID:1926,HP:0001824
DOID:1926,HP:0001324
DOID:1926,HP:0002829
DOID:1926,HP:0004324
DOID:1926,HP:0002186
DOID:1926,HP:0012378
DOID:1926,HP:0025502
DOID:1926,HP:0010702
DOID:1926,HP:0012531
DOID:1926,HP:0002027
DOID:1926,HP:0002104
DOID:1926,HP:0000979
DOID:1926,HP:0001945
DOID:1926,HP:0040184
DOID:1926,HP:0001337
DOID:1926,HP:0000961
DOID:1926,HP:0003641
DOID:1926,HP:0003419
DOID:1926,HP:0100660
DOID:1936,HP:0000093
DOID:1936,HP:0003418
DOID:1936,HP:0002321
DOID:1936,HP:0001923
DOID:1936,HP:0025267
DOID:1936,HP:0012592
DOID:1936,HP:0003419
DOID:1936,HP:0001789
DOID:1936,HP:0001260
DOID:1936,HP:0000969
DOID:1936,HP:0004417
DOID:1936,HP:0001513
DOID:1936,HP:0001250
DOID:1936,HP:0002105
DOID:1936,HP:0001279
DOID:1936,HP:0002094
DOID:1936,HP:0001324
DOID:1936,HP:0001824
DOID:1936,HP:0004324
DOID:1936,HP:0012378
DOID:1936,HP:0025502
DOID:1936,HP:0002301
DOID:1936,HP:0031284
DOID:1936,HP:0012531
DOID:1936,HP:0002027
DOID:1936,HP:0100749
DOID:1936,HP:0100576
DOID:1936,HP:0030833
DOID:1936,HP:0001945
DOID:1936,HP:0001681
DOID:2058,HP:0000952
DOID:2058,HP:0010702
DOID:2106,HP:0010550
DOID:2106,HP:0002063
DOID:2106,HP:0000969
DOID:2106,HP:0000211
DOID:2106,HP:0025406
DOID:2106,HP:0001249
DOID:2106,HP:0001257
DOID:2106,HP:0001251
DOID:2106,HP:0002094
DOID:2106,HP:0001324
DOID:2106,HP:0003202
DOID:2106,HP:0002486
DOID:2106,HP:0012378
DOID:2106,HP:0012531
DOID:2106,HP:0002487
DOID:2106,HP:0001252
DOID:2106,HP:0002380
DOID:2106,HP:0000473
DOID:2106,HP:0003470
DOID:2106,HP:0000651
DOID:2106,HP:0003641
DOID:2106,HP:0001945
DOID:2121,HP:0002019
DOID:2121,HP:0000365
DOID:2121,HP:0000618
DOID:2121,HP:0000020
DOID:2121,HP:0001249
DOID:2121,HP:0000961
DOID:2121,HP:0000989
DOID:2121,HP:0001513
DOID:2121,HP:0001250
DOID:2121,HP:0001257
DOID:2121,HP:0000405
DOID:2121,HP:0002014
DOID:2121,HP:0000613
DOID:2121,HP:0000957
DOID:2121,HP:0001251
DOID:2121,HP:0000407
DOID:2121,HP:0040183
DOID:2121,HP:0004324
DOID:2121,HP:0010702
DOID:2121,HP:0002301
DOID:2121,HP:0012531
DOID:2121,HP:0001252
DOID:2121,HP:0002027
DOID:2121,HP:0001281
DOID:2121,HP:0000979
DOID:2121,HP:0003470
DOID:2121,HP:0005101
DOID:2121,HP:0001945
DOID:2224,HP:0000093
DOID:2224,HP:0003418
DOID:2224,HP:0002072
DOID:2224,HP:0031364
DOID:2224,HP:0001259
DOID:2224,HP:0000360
DOID:2224,HP:0000618
DOID:2224,HP:0000969
DOID:2224,HP:0004417
DOID:2224,HP:0000989
DOID:2224,HP:0001513
DOID:2224,HP:0001250
DOID:2224,HP:0000738
DOID:2224,HP:0002248
DOID:2224,HP:0002018
DOID:2224,HP:0100520
DOID:2224,HP:0002094
DOID:2224,HP:0003401
DOID:2224,HP:0010702
DOID:2224,HP:0002381
DOID:2224,HP:0002301
DOID:2224,HP:0012531
DOID:2224,HP:0002027
DOID:2224,HP:0002315
DOID:2224,HP:0100749
DOID:2224,HP:0000952
DOID:2224,HP:0031258
DOID:2224,HP:0000979
DOID:2224,HP:0040184
DOID:2224,HP:0000961
DOID:2224,HP:0001945
DOID:2224,HP:0001681
DOID:2235,HP:0000093
DOID:2235,HP:0002094
DOID:2235,HP:0001249
DOID:2235,HP:0000979
DOID:2235,HP:0000989
DOID:2235,HP:0003470
DOID:2235,HP:0010702
DOID:2235,HP:0040184
DOID:2235,HP:0001257
DOID:2235,HP:0002445
DOID:2235,HP:0012531
DOID:2235,HP:0010550
DOID:2235,HP:0002027
DOID:2235,HP:0001681
DOID:2236,HP:0000093
DOID:2236,HP:0000952
DOID:2236,HP:0002277
DOID:2236,HP:0001324
DOID:2236,HP:0000979
DOID:2236,HP:0031364
DOID:2236,HP:0012378
DOID:2236,HP:0001259
DOID:2236,HP:0040184
DOID:2236,HP:0002445
DOID:2236,HP:0002014
DOID:2236,HP:0002013
DOID:2236,HP:0003641
DOID:2236,HP:0030833
DOID:2236,HP:0001945
DOID:2236,HP:0002027
DOID:2236,HP:0000969
DOID:2236,HP:0002018
DOID:2339,HP:0000602
DOID:2339,HP:0000407
DOID:2339,HP:0001249
DOID:2339,HP:0000646
DOID:2339,HP:0002315
DOID:2339,HP:0012188
DOID:2339,HP:0003470
DOID:2339,HP:0025267
DOID:2339,HP:0001513
DOID:2339,HP:0001250
DOID:2339,HP:0000405
DOID:2339,HP:0000618
DOID:2339,HP:0000365
DOID:2339,HP:0001251
DOID:2339,HP:0001252
DOID:2339,HP:0000969
DOID:2340,HP:0002019
DOID:2340,HP:0025267
DOID:2340,HP:0000360
DOID:2340,HP:0000618
DOID:2340,HP:0000969
DOID:2340,HP:0000211
DOID:2340,HP:0000602
DOID:2340,HP:0002375
DOID:2340,HP:0001249
DOID:2340,HP:0001513
DOID:2340,HP:0001250
DOID:2340,HP:0000405
DOID:2340,HP:0001251
DOID:2340,HP:0000407
DOID:2340,HP:0010702
DOID:2340,HP:0001252
DOID:2340,HP:0002315
DOID:2340,HP:0002104
DOID:2340,HP:0000646
DOID:2340,HP:0000473
DOID:2340,HP:0000365
DOID:2349,HP:0000093
DOID:2349,HP:0003418
DOID:2349,HP:0002321
DOID:2349,HP:0001923
DOID:2349,HP:0025267
DOID:2349,HP:0012592
DOID:2349,HP:0003419
DOID:2349,HP:0001789
DOID:2349,HP:0001260
DOID:2349,HP:0000969
DOID:2349,HP:0004417
DOID:2349,HP:0001513
DOID:2349,HP:0001250
DOID:2349,HP:0002105
DOID:2349,HP:0001279
DOID:2349,HP:0002094
DOID:2349,HP:0001324
DOID:2349,HP:0001824
DOID:2349,HP:0004324
DOID:2349,HP:0012378
DOID:2349,HP:0025502
DOID:2349,HP:0002301
DOID:2349,HP:0031284
DOID:2349,HP:0012531
DOID:2349,HP:0002027
DOID:2349,HP:0100749
DOID:2349,HP:0100576
DOID:2349,HP:0030833
DOID:2349,HP:0001945
DOID:2349,HP:0001681
DOID:2355,HP:0002045
DOID:2355,HP:0012417
DOID:2355,HP:0012377
DOID:2355,HP:0012735
DOID:2355,HP:0000618
DOID:2355,HP:0010550
DOID:2355,HP:0000020
DOID:2355,HP:0002248
DOID:2355,HP:0000980
DOID:2355,HP:0001251
DOID:2355,HP:0002094
DOID:2355,HP:0012378
DOID:2355,HP:0002445
DOID:2355,HP:0002013
DOID:2355,HP:0003641
DOID:2355,HP:0001945
DOID:2355,HP:0030834
DOID:2355,HP:0001923
DOID:2355,HP:0001259
DOID:2355,HP:0002039
DOID:2355,HP:0002375
DOID:2355,HP:0000989
DOID:2355,HP:0001513
DOID:2355,HP:0001250
DOID:2355,HP:0002105
DOID:2355,HP:0004326
DOID:2355,HP:0002301
DOID:2355,HP:0410281
DOID:2355,HP:0000979
DOID:2355,HP:0000365
DOID:2355,HP:0003419
DOID:2355,HP:0001520
DOID:2355,HP:0000575
DOID:2355,HP:0002063
DOID:2355,HP:0100607
DOID:2355,HP:0000969
DOID:2355,HP:0001249
DOID:2355,HP:0002883
DOID:2355,HP:0025116
DOID:2355,HP:0000407
DOID:2355,HP:0100520
DOID:2355,HP:0003401
DOID:2355,HP:0003202
DOID:2355,HP:0025502
DOID:2355,HP:0012531
DOID:2355,HP:0002027
DOID:2355,HP:0002104
DOID:2355,HP:0100749
DOID:2355,HP:0031258
DOID:2355,HP:0030148
DOID:2355,HP:0040184
DOID:2355,HP:0001337
DOID:2355,HP:0001007
DOID:2355,HP:0000093
DOID:2355,HP:0002321
DOID:2355,HP:0003418
DOID:2355,HP:0002019
DOID:2355,HP:0000103
DOID:2355,HP:0012592
DOID:2355,HP:0012416
DOID:2355,HP:0001789
DOID:2355,HP:0001260
DOID:2355,HP:0025406
DOID:2355,HP:0000738
DOID:2355,HP:0002014
DOID:2355,HP:0002018
DOID:2355,HP:0001279
DOID:2355,HP:0001824
DOID:2355,HP:0001324
DOID:2355,HP:0040183
DOID:2355,HP:0004324
DOID:2355,HP:0010702
DOID:2355,HP:0002381
DOID:2355,HP:0002315
DOID:2355,HP:0001281
DOID:2355,HP:0000952
DOID:2355,HP:0003470
DOID:2355,HP:0031217
DOID:2355,HP:0000961
DOID:2355,HP:0030833
DOID:2355,HP:0001681
DOID:2377,HP:0002045
DOID:2377,HP:0012377
DOID:2377,HP:0012735
DOID:2377,HP:0010521
DOID:2377,HP:0000618
DOID:2377,HP:0010828
DOID:2377,HP:0010550
DOID:2377,HP:0000017
DOID:2377,HP:0000020
DOID:2377,HP:0000980
DOID:2377,HP:0010780
DOID:2377,HP:0002305
DOID:2377,HP:0001251
DOID:2377,HP:0007024
DOID:2377,HP:0011868
DOID:2377,HP:0002094
DOID:2377,HP:0002203
DOID:2377,HP:0012378
DOID:2377,HP:0001289
DOID:2377,HP:0000646
DOID:2377,HP:0002380
DOID:2377,HP:0002445
DOID:2377,HP:0002013
DOID:2377,HP:0001945
DOID:2377,HP:0000551
DOID:2377,HP:0001609
DOID:2377,HP:0002277
DOID:2377,HP:0002385
DOID:2377,HP:0001336
DOID:2377,HP:0025267
DOID:2377,HP:0001259
DOID:2377,HP:0000360
DOID:2377,HP:0002039
DOID:2377,HP:0000989
DOID:2377,HP:0001276
DOID:2377,HP:0001513
DOID:2377,HP:0001257
DOID:2377,HP:0001250
DOID:2377,HP:0041051
DOID:2377,HP:0004326
DOID:2377,HP:0002578
DOID:2377,HP:0002301
DOID:2377,HP:0031179
DOID:2377,HP:0030784
DOID:2377,HP:0410281
DOID:2377,HP:0000979
DOID:2377,HP:0000473
DOID:2377,HP:0000365
DOID:2377,HP:0005101
DOID:2377,HP:0003419
DOID:2377,HP:0000575
DOID:2377,HP:0010524
DOID:2377,HP:0002063
DOID:2377,HP:0000969
DOID:2377,HP:0000602
DOID:2377,HP:0001605
DOID:2377,HP:0025268
DOID:2377,HP:0001249
DOID:2377,HP:0002883
DOID:2377,HP:0002066
DOID:2377,HP:0000613
DOID:2377,HP:0000407
DOID:2377,HP:0003401
DOID:2377,HP:0003202
DOID:2377,HP:0002829
DOID:2377,HP:0031005
DOID:2377,HP:0031284
DOID:2377,HP:0012531
DOID:2377,HP:0002027
DOID:2377,HP:0002104
DOID:2377,HP:0100749
DOID:2377,HP:0002411
DOID:2377,HP:0031258
DOID:2377,HP:0000965
DOID:2377,HP:0010522
DOID:2377,HP:0000651
DOID:2377,HP:0001337
DOID:2377,HP:0001007
DOID:2377,HP:0100033
DOID:2377,HP:0000093
DOID:2377,HP:0002321
DOID:2377,HP:0003418
DOID:2377,HP:0002072
DOID:2377,HP:0002019
DOID:2377,HP:0000103
DOID:2377,HP:0012592
DOID:2377,HP:0012416
DOID:2377,HP:0001332
DOID:2377,HP:0001260
DOID:2377,HP:0000211
DOID:2377,HP:0025406
DOID:2377,HP:0007209
DOID:2377,HP:0004417
DOID:2377,HP:0000738
DOID:2377,HP:0002014
DOID:2377,HP:0100963
DOID:2377,HP:0002018
DOID:2377,HP:0001279
DOID:2377,HP:0001824
DOID:2377,HP:0001324
DOID:2377,HP:0000616
DOID:2377,HP:0002486
DOID:2377,HP:0004324
DOID:2377,HP:0002186
DOID:2377,HP:0010702
DOID:2377,HP:0002381
DOID:2377,HP:0040113
DOID:2377,HP:0002487
DOID:2377,HP:0001252
DOID:2377,HP:0002315
DOID:2377,HP:0001281
DOID:2377,HP:0000952
DOID:2377,HP:0003470
DOID:2377,HP:0000961
DOID:2377,HP:0100660
DOID:2394,HP:0000093
DOID:2394,HP:0001609
DOID:2394,HP:0003418
DOID:2394,HP:0002321
DOID:2394,HP:0030834
DOID:2394,HP:0002385
DOID:2394,HP:0002019
DOID:2394,HP:0001336
DOID:2394,HP:0001259
DOID:2394,HP:0000360
DOID:2394,HP:0001824
DOID:2394,HP:0012377
DOID:2394,HP:0012735
DOID:2394,HP:0000618
DOID:2394,HP:0010550
DOID:2394,HP:0002039
DOID:2394,HP:0001260
DOID:2394,HP:0100607
DOID:2394,HP:0000020
DOID:2394,HP:0000602
DOID:2394,HP:0000969
DOID:2394,HP:0025268
DOID:2394,HP:0025406
DOID:2394,HP:0001249
DOID:2394,HP:0007209
DOID:2394,HP:0000961
DOID:2394,HP:0002066
DOID:2394,HP:0001276
DOID:2394,HP:0001513
DOID:2394,HP:0001250
DOID:2394,HP:0001257
DOID:2394,HP:0002014
DOID:2394,HP:0001324
DOID:2394,HP:0000980
DOID:2394,HP:0001251
DOID:2394,HP:0002791
DOID:2394,HP:0002018
DOID:2394,HP:0000407
DOID:2394,HP:0002105
DOID:2394,HP:0004326
DOID:2394,HP:0100520
DOID:2394,HP:0011868
DOID:2394,HP:0002094
DOID:2394,HP:0003401
DOID:2394,HP:0003202
DOID:2394,HP:0002829
DOID:2394,HP:0004324
DOID:2394,HP:0012378
DOID:2394,HP:0001279
DOID:2394,HP:0025502
DOID:2394,HP:0010702
DOID:2394,HP:0001289
DOID:2394,HP:0002301
DOID:2394,HP:0031284
DOID:2394,HP:0012531
DOID:2394,HP:0001252
DOID:2394,HP:0410281
DOID:2394,HP:0002027
DOID:2394,HP:0002315
DOID:2394,HP:0005101
DOID:2394,HP:0100749
DOID:2394,HP:0000952
DOID:2394,HP:0001945
DOID:2394,HP:0003470
DOID:2394,HP:0000651
DOID:2394,HP:0001337
DOID:2394,HP:0002013
DOID:2394,HP:0001007
DOID:2394,HP:0000365
DOID:2394,HP:0003419
DOID:2394,HP:0100660
DOID:2394,HP:0001681
DOID:2452,HP:0002045
DOID:2452,HP:0012377
DOID:2452,HP:0012735
DOID:2452,HP:0010550
DOID:2452,HP:0000020
DOID:2452,HP:0002248
DOID:2452,HP:0001251
DOID:2452,HP:0007024
DOID:2452,HP:0011868
DOID:2452,HP:0002094
DOID:2452,HP:0002203
DOID:2452,HP:0012378
DOID:2452,HP:0001289
DOID:2452,HP:0002445
DOID:2452,HP:0002013
DOID:2452,HP:0003641
DOID:2452,HP:0001945
DOID:2452,HP:0002277
DOID:2452,HP:0030834
DOID:2452,HP:0002385
DOID:2452,HP:0001259
DOID:2452,HP:0000360
DOID:2452,HP:0002039
DOID:2452,HP:0002375
DOID:2452,HP:0001276
DOID:2452,HP:0001513
DOID:2452,HP:0001257
DOID:2452,HP:0001250
DOID:2452,HP:0002105
DOID:2452,HP:0004326
DOID:2452,HP:0002301
DOID:2452,HP:0000473
DOID:2452,HP:0000365
DOID:2452,HP:0003419
DOID:2452,HP:0001520
DOID:2452,HP:0000969
DOID:2452,HP:0000602
DOID:2452,HP:0001249
DOID:2452,HP:0025116
DOID:2452,HP:0000613
DOID:2452,HP:0100520
DOID:2452,HP:0030157
DOID:2452,HP:0003401
DOID:2452,HP:0002829
DOID:2452,HP:0031005
DOID:2452,HP:0025502
DOID:2452,HP:0012531
DOID:2452,HP:0002027
DOID:2452,HP:0100749
DOID:2452,HP:0100576
DOID:2452,HP:0030148
DOID:2452,HP:0000651
DOID:2452,HP:0001337
DOID:2452,HP:0001007
DOID:2452,HP:0000093
DOID:2452,HP:0002321
DOID:2452,HP:0003418
DOID:2452,HP:0002019
DOID:2452,HP:0012592
DOID:2452,HP:0001789
DOID:2452,HP:0001260
DOID:2452,HP:0000211
DOID:2452,HP:0007209
DOID:2452,HP:0004417
DOID:2452,HP:0002014
DOID:2452,HP:0100963
DOID:2452,HP:0002018
DOID:2452,HP:0001279
DOID:2452,HP:0001824
DOID:2452,HP:0001324
DOID:2452,HP:0004324
DOID:2452,HP:0002381
DOID:2452,HP:0001252
DOID:2452,HP:0002315
DOID:2452,HP:0000952
DOID:2452,HP:0003470
DOID:2452,HP:0000961
DOID:2452,HP:0030833
DOID:2452,HP:0001681
DOID:2508,HP:0000093
DOID:2508,HP:0003418
DOID:2508,HP:0002277
DOID:2508,HP:0002321
DOID:2508,HP:0000618
DOID:2508,HP:0001260
DOID:2508,HP:0000969
DOID:2508,HP:0007209
DOID:2508,HP:0004417
DOID:2508,HP:0001250
DOID:2508,HP:0025116
DOID:2508,HP:0002248
DOID:2508,HP:0001251
DOID:2508,HP:0002105
DOID:2508,HP:0000407
DOID:2508,HP:0001279
DOID:2508,HP:0002094
DOID:2508,HP:0001324
DOID:2508,HP:0001824
DOID:2508,HP:0002829
DOID:2508,HP:0012378
DOID:2508,HP:0010702
DOID:2508,HP:0002381
DOID:2508,HP:0002301
DOID:2508,HP:0012531
DOID:2508,HP:0002027
DOID:2508,HP:0002315
DOID:2508,HP:0100749
DOID:2508,HP:0000979
DOID:2508,HP:0001945
DOID:2508,HP:0003470
DOID:2508,HP:0100576
DOID:2508,HP:0030148
DOID:2508,HP:0000651
DOID:2508,HP:0002013
DOID:2508,HP:0000365
DOID:2508,HP:0030833
DOID:2508,HP:0003419
DOID:2508,HP:0100660
DOID:2508,HP:0001681
DOID:2512,HP:0000407
DOID:2512,HP:0002094
DOID:2512,HP:0001249
DOID:2512,HP:0001250
DOID:2512,HP:0000365
DOID:2512,HP:0000405
DOID:2512,HP:0000957
DOID:2512,HP:0005101
DOID:2512,HP:0002027
DOID:2583,HP:0000093
DOID:2583,HP:0003418
DOID:2583,HP:0001336
DOID:2583,HP:0012735
DOID:2583,HP:0010550
DOID:2583,HP:0000969
DOID:2583,HP:0001249
DOID:2583,HP:0001513
DOID:2583,HP:0001250
DOID:2583,HP:0001257
DOID:2583,HP:0002014
DOID:2583,HP:0001251
DOID:2583,HP:0000407
DOID:2583,HP:0004326
DOID:2583,HP:0002094
DOID:2583,HP:0003401
DOID:2583,HP:0003202
DOID:2583,HP:0012378
DOID:2583,HP:0010702
DOID:2583,HP:0002381
DOID:2583,HP:0002301
DOID:2583,HP:0012531
DOID:2583,HP:0410281
DOID:2583,HP:0002315
DOID:2583,HP:0001281
DOID:2583,HP:0100749
DOID:2583,HP:0000952
DOID:2583,HP:0000979
DOID:2583,HP:0003470
DOID:2583,HP:0000651
DOID:2583,HP:0002013
DOID:2583,HP:0000365
DOID:2583,HP:0001945
DOID:2738,HP:0002321
DOID:2738,HP:0000575
DOID:2738,HP:0001336
DOID:2738,HP:0012592
DOID:2738,HP:0000618
DOID:2738,HP:0000969
DOID:2738,HP:0001249
DOID:2738,HP:0004417
DOID:2738,HP:0000989
DOID:2738,HP:0001250
DOID:2738,HP:0000738
DOID:2738,HP:0002248
DOID:2738,HP:0002014
DOID:2738,HP:0000407
DOID:2738,HP:0001324
DOID:2738,HP:0002301
DOID:2738,HP:0012531
DOID:2738,HP:0002027
DOID:2738,HP:0100749
DOID:2738,HP:0003470
DOID:2738,HP:0000365
DOID:2738,HP:0001945
DOID:2738,HP:0001681
DOID:2746,HP:0000602
DOID:2746,HP:0002094
DOID:2746,HP:0001324
DOID:2746,HP:0001249
DOID:2746,HP:0004417
DOID:2746,HP:0003202
DOID:2746,HP:0012378
DOID:2746,HP:0002883
DOID:2746,HP:0003470
DOID:2746,HP:0001513
DOID:2746,HP:0001250
DOID:2746,HP:0000651
DOID:2746,HP:0012531
DOID:2746,HP:0100739
DOID:2746,HP:0001945
DOID:2746,HP:0001681
DOID:2752,HP:0012735
DOID:2752,HP:0012416
DOID:2752,HP:0000969
DOID:2752,HP:0000020
DOID:2752,HP:0001249
DOID:2752,HP:0000738
DOID:2752,HP:0000405
DOID:2752,HP:0002014
DOID:2752,HP:0002791
DOID:2752,HP:0002094
DOID:2752,HP:0001324
DOID:2752,HP:0003401
DOID:2752,HP:0003202
DOID:2752,HP:0002203
DOID:2752,HP:0012378
DOID:2752,HP:0012531
DOID:2752,HP:0001252
DOID:2752,HP:0002315
DOID:2752,HP:0100749
DOID:2752,HP:0003470
DOID:2752,HP:0030148
DOID:2752,HP:0002013
DOID:2752,HP:0000365
DOID:2752,HP:0001945
DOID:2800,HP:0000093
DOID:2800,HP:0002045
